date,btc_price,market_cap_btc,trading_vol_btc,breakeven_5y,dxy_close,sp500_close,month,cpi_raw,cpi_yoy_pct,btc_monthly_avg
2013-11-01,205.26,2449516394.0,0.0,1.7,80.7300033569336,1761.6400146484375,2013-11,234.1,,533.301
2013-11-02,206.89,2470106260.0,0.0,1.7,80.7300033569336,1761.6400146484375,2013-11,234.1,,533.301
2013-11-03,212.45,2537555912.0,0.0,1.7,80.7300033569336,1761.6400146484375,2013-11,234.1,,533.301
2013-11-04,226.28,2703825377.0,0.0,1.71,80.55000305175781,1767.9300537109375,2013-11,234.1,,533.301
2013-11-05,230.63,2756789579.0,0.0,1.72,80.70999908447266,1762.969970703125,2013-11,234.1,,533.301
2013-11-06,260.85,3119094311.0,0.0,1.77,80.4800033569336,1770.489990234375,2013-11,234.1,,533.301
2013-11-07,295.63,3536067384.0,0.0,1.76,80.81999969482422,1747.1500244140625,2013-11,234.1,,533.301
2013-11-08,332.02,3972444990.0,0.0,1.77,81.20999908447266,1770.6099853515625,2013-11,234.1,,533.301
2013-11-09,358.0,4284552950.0,0.0,1.77,81.20999908447266,1770.6099853515625,2013-11,234.1,,533.301
2013-11-10,313.0,3747322075.0,0.0,1.77,81.20999908447266,1770.6099853515625,2013-11,234.1,,533.301
2013-11-11,340.55,4078792891.0,0.0,1.77,81.08999633789062,1771.8900146484375,2013-11,234.1,,533.301
2013-11-12,355.48,4259334699.0,0.0,1.79,81.19000244140625,1767.68994140625,2013-11,234.1,,533.301
2013-11-13,404.17,4844512975.0,0.0,1.79,80.93000030517578,1782.0,2013-11,234.1,,533.301
2013-11-14,408.84,4902328893.0,0.0,1.8,80.9800033569336,1790.6199951171875,2013-11,234.1,,533.301
2013-11-15,424.16,5087746180.0,0.0,1.8,80.83999633789062,1798.1800537109375,2013-11,234.1,,533.301
2013-11-16,437.41,5248843453.0,0.0,1.8,80.83999633789062,1798.1800537109375,2013-11,234.1,,533.301
2013-11-17,488.36,5862542038.0,0.0,1.8,80.83999633789062,1798.1800537109375,2013-11,234.1,,533.301
2013-11-18,580.87,6975450004.0,0.0,1.8,80.83000183105469,1791.530029296875,2013-11,234.1,,533.301
2013-11-19,614.4,7380464640.0,0.0,1.77,80.69999694824219,1787.8699951171875,2013-11,234.1,,533.301
2013-11-20,565.34,6793450510.0,0.0,1.75,81.11000061035156,1781.3699951171875,2013-11,234.1,,533.301
2013-11-21,675.06,8114440594.0,0.0,1.76,81.05000305175781,1795.8499755859375,2013-11,234.1,,533.301
2013-11-22,731.15,8790506777.0,0.0,1.76,80.70999908447266,1804.760009765625,2013-11,234.1,,533.301
2013-11-23,819.31,9853534129.0,0.0,1.76,80.70999908447266,1804.760009765625,2013-11,234.1,,533.301
2013-11-24,764.43,9196532447.0,0.0,1.76,80.70999908447266,1804.760009765625,2013-11,234.1,,533.301
2013-11-25,793.07,9544775891.0,0.0,1.75,80.91999816894531,1802.47998046875,2013-11,234.1,,533.301
2013-11-26,832.93,10028164851.0,0.0,1.71,80.61000061035156,1802.75,2013-11,234.1,,533.301
2013-11-27,914.13,11009416068.0,0.0,1.71,80.73999786376953,1807.22998046875,2013-11,234.1,,533.301
2013-11-28,979.08,11795833455.0,0.0,1.71,80.73999786376953,1807.22998046875,2013-11,234.1,,533.301
2013-11-29,1101.83,13280659993.0,0.0,1.69,80.68000030517578,1805.81005859375,2013-11,234.1,,533.301
2013-11-30,1127.45,13593664650.0,0.0,1.69,80.68000030517578,1805.81005859375,2013-11,234.1,,533.301
2013-12-01,1033.39,12464724345.0,0.0,1.69,80.68000030517578,1805.81005859375,2013-12,234.719,,808.5167741935484
2013-12-02,974.03,11753157346.0,0.0,1.7,80.91000366210938,1800.9000244140625,2013-12,234.719,,808.5167741935484
2013-12-03,1078.64,13020236474.0,0.0,1.69,80.62000274658203,1795.1500244140625,2013-12,234.719,,808.5167741935484
2013-12-04,1121.48,13542487814.0,0.0,1.64,80.62999725341797,1792.81005859375,2013-12,234.719,,808.5167741935484
2013-12-05,989.04,11947405392.0,0.0,1.66,80.2699966430664,1785.030029296875,2013-12,234.719,,808.5167741935484
2013-12-06,1019.66,12322234219.0,0.0,1.65,80.2699966430664,1805.0899658203125,2013-12,234.719,,808.5167741935484
2013-12-07,811.98,9816777302.0,0.0,1.65,80.2699966430664,1805.0899658203125,2013-12,234.719,,808.5167741935484
2013-12-08,743.11,8987358118.0,0.0,1.65,80.2699966430664,1805.0899658203125,2013-12,234.719,,808.5167741935484
2013-12-09,897.89,10863885372.0,0.0,1.63,80.12999725341797,1808.3699951171875,2013-12,234.719,,808.5167741935484
2013-12-10,927.78,11230173843.0,0.0,1.64,79.97000122070312,1802.6199951171875,2013-12,234.719,,808.5167741935484
2013-12-11,887.08,10741252534.0,0.0,1.65,79.88999938964844,1782.219970703125,2013-12,234.719,,808.5167741935484
2013-12-12,878.17,10636987805.0,0.0,1.65,80.19999694824219,1775.5,2013-12,234.719,,808.5167741935484
2013-12-13,897.27,10872198158.0,0.0,1.66,80.20999908447266,1775.3199462890625,2013-12,234.719,,808.5167741935484
